,tweet_id,airline_sentiment,negativereason,airline,text_clean
61,569989034501500928,1,Customer Service Issue,Virgin America,called 3 4 weeks ago adding 3 flights 2014 elevate still not shown help
62,569987622484848640,0,,Virgin America,ladygaga carrieunderwood great go carrieunderwood
63,569986782567071744,0,,Virgin America,ladygaga carrieunderwood sorry mary martin first
64,569986348041547778,0,,Virgin America,ladygaga carrieunderwood love three really not beat classics
65,569982307634794497,0,,Virgin America,flight 0736 dal dca 2 24 2 10pm tried check could not status please
66,569976620158578688,1,Customer Service Issue,Virgin America,heyyyy guyyyys trying get hour someone call please
67,569973821396152323,1,Late Flight,Virgin America,hi virgin hold 40 50 minutes earlier flights la nyc tonight earlier 11 50pm
68,569972508499283968,0,,Virgin America,congrats winning travelzoo award best deals airline us http co kj1iljaebv
69,569967019958730753,1,Lost Luggage,Virgin America,everything fine lost bag
70,569961866224652288,0,,Virgin America,virginamerica need change reservation virgin credit card need modify phone waive change fee online
71,569949891163615232,0,,Virgin America,emailed customer service team let know need tracking number
72,569948966873370625,0,,Virgin America,hi booked flight need add baggage
73,569946362126602240,1,Flight Attendant Complaints,Virgin America,airline awesome lax loft needs step game 40 dirty tables floors http co hy0vrfhjht
74,569942903683813376,0,,Virgin America,not worried great ride new plane great crew airlines like
75,569941957490774016,0,,Virgin America,awesome flew yall sat morning way correct bill
76,569940834994401280,0,,Virgin America,watch best student films country 35 000 feet cmfat35000feet http co kek5pdmgif
77,569940323746516993,0,,Virgin America,first time flying different rate policy media bags thanks
78,569935232033366017,1,Customer Service Issue,Virgin America,going customer service anyway speak human asap thank
79,569934395865493504,0,,Virgin America,happened doom
80,569933816963342337,1,Customer Service Issue,Virgin America,not supp biz traveler like customer service like neverflyvirginforbusiness
81,569933777931145216,0,,Virgin America,applied member inflight crew team im 100 interested flightattendant dreampath g
82,569933405506310144,1,Late Flight,Virgin America,best whenever begrudgingly use airline delayed late flight
83,569933360564342784,1,Can't Tell,Virgin America,no interesting flying cancelled flight next four flights planned neverflyvirginforbusiness
84,569929243146088448,1,Can't Tell,Virgin America,disappointing experience shared every business traveler meet neverflyvirgin
85,569926998824394752,1,Flight Booking Problems,Virgin America,trouble adding flight wife booked elevate account help http co px8hqoks3r
86,569923394990419968,0,,Virgin America,ca not bring reservation online using flight booking problems code
87,569922008588222465,0,,Virgin America,random q distribution elevate avatars bet kitty disproportionate share http co aptzpurop4
88,569920824905306113,0,,Virgin America,lt 3 flying va life happens trying change trip jperhi help va home page not let
89,569919041244147712,1,Can't Tell,Virgin America,site back
90,569915941192015872,0,,Virgin America,rnp yeah know
91,569913339427434496,0,,Virgin America,hi not get points elevate account recent flight add flight points account
92,569911816937033728,1,Cancelled Flight,Virgin America,like tv interesting video disappointed cancelled flightled flight flights went jfk saturday
93,569911674158731264,1,Late Flight,Virgin America,landed lax hour no late flight bag check not business travel friendly nomorevirgin
94,569911218942517248,0,,Virgin America,flight 345 redirected
95,569910981868060673,1,Customer Service Issue,Virgin America,website btw new website not great user experience time another redesign
96,569909224521641984,1,Customer Service Issue,Virgin America,not check add bag website not working tried desktop mobile http co avyqdmpi1y
97,569907336485019648,1,Can't Tell,Virgin America,let 2 scanned passengers leave plane told someone remove bag 1st class bin uncomfortable
98,569896805611089920,1,Flight Booking Problems,Virgin America,virginamerica phone number not find call flight reservation
99,569894449620369408,1,Customer Service Issue,Virgin America,anyone anything today website useless no one answering phone
100,569894407001939968,0,,Virgin America,trying add boy prince ressie sf thursday lax http co gsb2j3c4gm
101,569892199690678272,1,Late Flight,Virgin America,must traveler miss flight late flight check bag missed morning appointments lost business sfo2lax
102,569891469210755074,0,,Virgin America,check new music http co marcnocwzn
103,569891436100874241,1,Late Flight,Virgin America,virginamerica direct flight fll gt sfo unexpected layover vegas 4 fuel yet peeps next bought vegas flight sneaky
104,569887310713479168,1,Late Flight,Virgin America,no late flight bag check lost business missed flight apt three people flight exp
105,569887049446076416,0,,Virgin America,amazing customer service raeann sf best customerservice virginamerica flying
106,569884551712886785,1,Customer Service Issue,Virgin America,called service line hung awesome sarcasm
107,569884407852437504,1,Flight Booking Problems,Virgin America,site tripping trying check getting plain text version reluctant enter card info
108,569881548515708928,0,,Virgin America,scheduled sfo 2 dal flight 714 today changed 24th due weather looks like flight still
109,569873669700358144,0,,Virgin America,getaway deals may 59 one way lots cool cities http co tzzjhuibch cheapflights farecompare
110,569873668131717120,0,,Virgin America,getaway deals may 59 one way lots cool cities http co rpdbpx3wnd cheapflights farecompare
111,569873665640292353,0,,Virgin America,getaway deals may 59 one way lots cool cities http co b2xi4yg5t8 cheapflights farecompare
112,569873664612704256,0,,Virgin America,getaway deals may 59 one way lots cool cities http co qdljhsloi5 cheapflights farecompare
113,569872058613673984,0,,Virgin America,great week
114,569861209781989377,0,,Virgin America,come back phl already need take us horrible cold pleasecomeback http co glxfwp6nqh
115,569847920192655361,1,Late Flight,Virgin America,concerned fly plane needs delayed due tech stop
116,569814339785338880,0,,Virgin America,best airline flown easy change reservation helpful representatives amp comfortable flying experience
117,569777607371128834,0,,Virgin America,another rep kicked butt naelah represents team beautifully thank
118,569774078233419776,0,,Virgin America,beautiful front end design right cool still book ticket b c back end secure
119,569770363623575552,0,,Virgin America,love team running gate e9 las tonight waited delayed flight kept things entertaining
120,569748316776325120,1,Customer Service Issue,Virgin America,use another browser 2015 amp brand reputation built tech response not cross browser compatible website
121,569741221783957504,1,Flight Booking Problems,Virgin America,flight flight booking problems site totally folks problem
122,569737603617943552,1,Customer Service Issue,Virgin America,like customer service 40 min delay connecting passengers seems long va370
123,569714127792254976,0,,Virgin America,thanks outstanding nyc jfk crew moved mountains get home san francisco tonight
124,569675144353828864,0,,Virgin America,absolute best team customer service ever every time fly delighted thank
125,569674358135914496,0,,Virgin America,provide complimentary upgrades first class available seats
126,569666477265018881,1,Customer Service Issue,Virgin America,need change flight thats scheduled 9 hours 120 min wait time phone im calling intern help
127,569652497947734017,0,,Virgin America,completely awesome experience last month bos las nonstop thanks awesome flight depart time vabeatsjblue
128,569649116487290880,0,,Virgin America,watch oscars2015 jfk gt sfo flight
129,569643262459269120,0,,Virgin America,flight 882 cancelled flightled
130,569642845516275712,1,Customer Service Issue,Virgin America,failing customers check process not link tsa pre check
131,569634318349246464,1,Can't Tell,Virgin America,fidifamilies us terrible airline gave us hotel hotline number said sorry
132,569633630978310145,0,,Virgin America,flight number 276 sfo cabo san lucas arrived yet
133,569633279546036224,1,Cancelled Flight,Virgin America,chrysichrysic assistance yesterday u cancelled flightled flight give us hotel hotline shame
134,569630092273410048,1,Late Flight,Virgin America,another delayed flight likingyoulessandless
135,569627480425766912,1,Customer Service Issue,Virgin America,need register service dog first class ticket sfo gt dulles phone queue hour longer pls advise
136,569625739231948800,0,,Virgin America,virginamerica rock making watch oscars flight redcarpet oscars oscars2015
137,569625609799774208,0,,Virgin America,reallytallchris dropped track https co zv2pt6trk9
138,569620102389350401,0,,Virgin America,always xoxo
139,569619569372823552,1,Flight Booking Problems,Virgin America,not book seats flights buy even check creates much anxiety frustrated
140,569618527948115968,1,Flight Attendant Complaints,Virgin America,would think paying extra 100 bucks rt luggage might afford hiring extra hand sfo lame
141,569616490380439552,0,,Virgin America,best customer service rep world irmafromdallas takes cake
142,569615109363929088,0,,Virgin America,find us flt lax sooner midnight monday would great customer service
143,569614365755899905,1,Late Flight,Virgin America,please provide status flight 769 cant imagine time web indicates dude weather dallas
144,569614024578600960,0,,Virgin America,amazing staff amp super helpful ran waltdisneyworld princesshalf spoiled comfort
145,569609971383586817,1,Cancelled Flight,Virgin America,paid premium fly across country cancelled flight flight offer no check fee upgrade love sad face
146,569608328998887424,1,Flight Booking Problems,Virgin America,question not possible book seat infant 2 not giving option want seat
147,569599867716132864,0,,Virgin America,always together welcome rt jessicajaymes welcome
148,569596445680115712,0,,Virgin America,virginamerica flight home dc sunset globe backtowinter back work refreshed http co vx9vbctdlf
149,569596097540132864,1,Damaged Luggage,Virgin America,not understand need dm give answer damaged luggage policy
150,569594386066984960,1,Damaged Luggage,Virgin America,mean not policy destroyed luggage
151,569586660909973504,0,,Virgin America,special assistance travel alone w 2 kids 1 infant priority boarding
152,569580805036453888,0,,Virgin America,thank checking tickets purchased customer happy
153,569575679722786816,0,,Virgin America,website ever coming back online
154,569575003248676864,0,,Virgin America,flight 713 love field sfo definitely cancelled flightled monday february 23
155,569574973662232576,0,,Virgin America,flight 0769 lga dfw time
156,569574961158815745,0,,Virgin America,drivers license expired little month fly friday morning using expired license
157,569572942381649920,1,Customer Service Issue,Virgin America,problems flight booking problems web site keeps giving error contact phone phone 30 minute wait
158,569572740723712001,1,Cancelled Flight,Virgin America,reschedule cancelled flightled flights online change button greyed
159,569566981835218944,1,Flight Booking Problems,Virgin America,rang wait 35 minutes book ticket vendor fix site
160,569564853460807680,1,Late Flight,Virgin America,got flight told 4 50 today checked email 4 50 tomorrow unacceptable
161,569564610837086209,1,Cancelled Flight,Virgin America,flight lga cancelled flighted stuck dallas called reschedule told could get flight today 1 2
162,569562202405019650,1,Bad Flight,Virgin America,virginamerica not pairings include red wine white offered redwineisbetter
163,569541127340040192,1,Customer Service Issue,Virgin America,website
164,569540405676654592,1,Customer Service Issue,Virgin America,site seems little wonked right may want look tried two browsers no css http co 8qsqmm7kf2
165,569494748341407744,1,Customer Service Issue,Virgin America,disappointed agent designated silver status check line dulles airport closed assist pasengers
166,569482263345307648,0,,Virgin America,plans include austin dallas route topnews arab emirates http co aqzwecokk2
167,569477692166316033,1,Customer Service Issue,Virgin America,normal receive no reply central baggage baggageissues smh
168,569461469042966528,1,longlines,Virgin America,logan airport waiting checkin 9am flight checkin desk not open
169,569459618881019905,0,,Virgin America,jump dallas austin market dallas news http co ewwgi97gdx
170,569452063920226304,0,,Virgin America,beats eps views takes southwestair va luv investor business daily http co flwmgdahxu
171,569447071910105089,0,,Virgin America,lister show monday 1230 130
172,569429411646156800,0,,Virgin America,begin dallas austin flights april 88 9 ketr http co ssuvwwkyhh
173,569369239183872000,1,Can't Tell,Virgin America,congrats got business ewr sfo lax fuck fl1289 sfo ewr clincher
174,569368160291463168,1,Customer Service Issue,Virgin America,applied 2 weeks ago not heard back flying week disappointed
175,569356387785900032,0,,Virgin America,would love know policy damaged luggage
176,569354267854704641,0,,Virgin America,thank follow
177,569351220097216512,1,Customer Service Issue,Virgin America,many apologies r worse airlines not even respond cudtomers
178,569348775631675392,1,Cancelled Flight,Virgin America,shame va making people spend money stranded cities airlines landing jfk reimburse
179,569324558999691264,0,,Virgin America,ttinac11 dm
180,569323106210152448,0,,Virgin America,please flights sjc no choice fly southwest vegas
181,569323082701275138,1,Customer Service Issue,Virgin America,bad say takes 10 14 days via confirmation email inquired 3 weeks claim 6 8 weeks
182,569318651502989312,1,Cancelled Flight,Virgin America,flight bos gt las tomorrow cancelled flightled no notification wait times 1 hour rebook another airline
183,569318130356502528,0,,Virgin America,rt met match got status another airline upgrade restr http co rhkamx9vf5 http co pyalebgkjt
184,569316358845911040,0,,Virgin America,way fly elevate gold
185,569311498301870080,0,,Virgin America,guys flights cmh
186,569311060903268352,1,Can't Tell,Virgin America,lot apologies thrown customers see sad thanks nothing worst airline ever
187,569310635986546688,1,Flight Attendant Complaints,Virgin America,flight stuff wrong nothing worst flight ever
188,569305113589714944,0,,Virgin America,issue finding missing item plane help find airport plane headed next
189,569304436612444160,0,,Virgin America,match americanairlines status cool
190,569304208534597632,0,,Virgin America,met match got status another airline upgrade http co h952rdktqy asarco es ar
191,569304030847090688,1,Flight Booking Problems,Virgin America,trying book flight guys website not let lose business
192,569303931916038144,1,Can't Tell,Virgin America,suck
193,569298165855338497,0,,Virgin America,thanks
194,569290361870426112,1,Flight Booking Problems,Virgin America,dm would issue persisting
195,569282249717194754,1,Cancelled Flight,Virgin America,never rec would cancelled flightlation notice left w no options fly ps driving la red eye mon w kids
196,569277854950817792,1,Flight Booking Problems,Virgin America,trying book flight amp site
197,569277352129138688,1,Cancelled Flight,Virgin America,flights flying boston tomorrow need home cancelled flightled flight not anything
198,569263837448269826,1,Cancelled Flight,Virgin America,stink flight cancelled flighted psp jfk no notification ability rebook disappointed expected better
199,569262527281913857,0,,Virgin America,love guy song dancing high school dance revue
200,569262225900359680,1,Customer Service Issue,Virgin America,website trying check
201,569261347688607744,0,,Virgin America,done thank quick response apparently faster sitting hold
202,569261128532041728,0,,Virgin America,nervous flight dc lax getting cancelled flightled tomorrow sent dm help
203,569260526976544768,0,,Virgin America,cool picture another virginamerica plane wing site http co 5b2agfd8c4
204,569253311813185537,0,,Virgin America,keep great work
205,569253236093267969,0,,Virgin America,goodness people love field amazing pressure texas beatstheothers crisis please fly ny
206,569250469178175488,0,,Virgin America,thanks great flight la boston pilots great job landing snow go back la seriously
207,569248437050302464,0,,Virgin America,please get new york area monday afternoon
208,569248400836726786,0,,Virgin America,thanks much awesome support guys rock
209,569247769166266368,1,Bad Flight,Virgin America,seats row 8 not recline mention website soreback
210,569247394002563072,1,Late Flight,Virgin America,flight 404 delayed 2 hours la due mechanical problems handle like pros could tossed us free drink
211,569244860286263297,1,Cancelled Flight,Virgin America,cancelled flight flights today no precipitation scared
212,569240250192670720,0,,Virgin America,twitter team guys killed rescheduling asap thank
213,569238877178716161,1,Cancelled Flight,Virgin America,guys charged 100 reschedule flight cancelled flighted refusing refund deal
214,569237252154372097,1,Customer Service Issue,Virgin America,access website safari iphone 6 seems work mac ipad need iphone add passbook
215,569236471690829825,0,,Virgin America,ipad iphone clicking checkin link email received 24hrs flight
216,569236251129163777,1,Customer Service Issue,Virgin America,mobile site broken shows header elevateuser numofpointsavailable 0 number points not let checkin
217,569230983075115010,1,Cancelled Flight,Virgin America,really looking forward flight let know rescheduled diehardvirgin
218,569229785500680192,1,Cancelled Flight,Virgin America,cancelled flight flight vx413 one sec delayed airport next cancelled flightled gonna email call reschedule
219,569226875349835776,1,Customer Service Issue,Virgin America,problem link email check thanks
220,569224234150404096,1,Flight Booking Problems,Virgin America,change another airline get dc today able land dc not cost 800 ugh
221,569223788639821824,1,Cancelled Flight,Virgin America,looking forward first flight today cancelled flightled along subsequent one
222,569222494952886272,0,,Virgin America,putting great deals pdx las las pdx show love http co eniqg0buzj
223,569221440794271745,0,,Virgin America,wish afford fly next friday going back home love everything airline
224,569221156504530944,1,Can't Tell,Virgin America,gonna deal dallas dc no deal dc dallas sad
225,569220232293720066,0,,Virgin America,bug report guys
226,569218762907324416,1,Customer Service Issue,Virgin America,hold times call center bit much
227,569212570478911489,0,,Virgin America,like http co vpqem31xuq
228,569211675108179968,1,Flight Booking Problems,Virgin America,site help
229,569209566715469824,0,,Virgin America,best flight attendant ever http co pxdel1nq3l
230,569208480793567233,0,,Virgin America,awesome rt watch nominated films 35 000 feet meetthefleet oscars http co dnstitrzwy
231,569205125278859265,0,,Virgin America,thanks much
232,569204272795004928,1,Customer Service Issue,Virgin America,trying reset password email never arrives help
233,569202691185909760,0,,Virgin America,airline based silicon valley disruption fcmostinnovative incubator fastcompany http co wu3lbcncr9
234,569201943131738113,0,,Virgin America,nicely done
235,569200619430420480,0,,Virgin America,looking forward watching oscars flight home tomorrow might even get something bubbly drink
236,569200606595952640,1,Late Flight,Virgin America,reason delay departure vx 413 jfk afternoon
237,569198782421663745,1,Cancelled Flight,Virgin America,todays flight palm springs ca jfk ny cancelled flightled
238,569198104806699008,0,,Virgin America,hahaha guys amazing love guys
239,569197967959154688,0,,Virgin America,sounds like fun
240,569197611393163264,0,,Virgin America,updates flight 413 jfk gt lax
241,569197515993534464,0,,Virgin America,virginamerica spruce moose
242,569192778468626432,1,Customer Service Issue,Virgin America,css site 404 right please fix site unusable
243,569182336715243520,1,Lost Luggage,Virgin America,flight 910 vegas boston today checked online bag count not register fix somehow
244,569180623165915137,0,,Virgin America,classiq luv virgin america greetingz
245,569179517522046977,1,Customer Service Issue,Virgin America,hi trying check website not working tried 3 different browsers problem continues
246,569176777056079874,0,,Virgin America,thanks great customer service today amp helping get travel sorted
247,569165709516759042,0,,Virgin America,thanks guys sweet route rockies airplanemodewason
248,569110766235877376,0,,Virgin America,love 90s music blasting gate boston waiting flight sanfrancisco could get iced coffee
249,569083230361673728,1,Bad Flight,Virgin America,passenger 7d flt 338 assaulted not flown trust banned crew filed report faanews
250,569028851860254720,1,Flight Booking Problems,Virgin America,current bug website shows select departure city selecting destination city http co sllyibe2vq
251,569022319437357056,1,Damaged Luggage,Virgin America,luggage severely dented missing wheel coming baggage claim san luggage agent miranda think not help
252,569020707113476096,0,,Virgin America,thank easy itinerary shift impending weather quick painless amp free
253,569018352464588800,0,,Virgin America,would love see girls inspired become pilots rt free woaw event march 2 8 abq http co rfxlv1kgdh
254,569011849976348672,0,,Virgin America,thanks good times back vodkatonics entire flight sfo
255,568989005162766337,0,,Virgin America,beats expectations shares take santa cruz sentinel http co qm9dqbai6g
256,568977439398821888,0,,Virgin America,plans start flying direct dal las
257,568977175149293570,0,,Virgin America,big love gratitude mpower w http co 1agr9kncpf werin oscars2105 vipswagbags avalonhollywood http co ybmbgs0dhn
258,568972394297077760,0,,Virgin America,great job adding little luxuries aesthetics improve air travel experience thank keep
259,568945958970531840,1,Bad Flight,Virgin America,requested window seat confirmed window got stuck middle seat not good way treat silver member
260,568945265899483136,0,,Virgin America,grand budapest hotel oscarscountdown
261,568943244027006976,0,,Virgin America,missed newsvp next trip 407
262,568942331921092608,1,Bad Flight,Virgin America,wtf paid direct flight purpose not stop fuel exhausted frequent flier nothing inconvenience
263,568940002849255425,1,Customer Service Issue,Virgin America,something wrong website safari iphone
264,568929979981033472,0,,Virgin America,thanks gate checking baggage full flight dfw lax 883 giving early boarding sweet
265,568929026644975616,1,Can't Tell,Virgin America,already checked page expired x
266,568928741298012160,1,Customer Service Issue,Virgin America,boo not refunding seat upgrade fee not want buy first place
267,568928605226426370,0,,Virgin America,shares rise q4 financial results usa today http co lfs4pefe6y
268,568926018049691648,0,,Virgin America,adds pillows instead lie flat seats first class arms race http co rgywjbbhm4
269,568923762764095488,0,,Virgin America,see
270,568920614716600320,0,,Virgin America,way take advantage mayweatherpacquiao
271,568920221882257408,0,,Virgin America,know flying virgin fight mayweatherpacquiao
272,568911350656675841,0,,Virgin America,inflight team makes experience amazing
273,568910590921609216,0,,Virgin America,cutest salt pepper shaker ever think guys not get better http co vc6keulg2j
274,568901823215448064,1,Bad Flight,Virgin America,moved seat no notice better seat cabin select not behind row selected disappointed
275,568898405189038080,0,,Virgin America,shares 4q results iol http co xz6qeg3nef
276,568897315458691072,0,,Virgin America,fav airline
277,568890074164809728,0,,Virgin America,hot female pilot sweet dca sfo
278,568890062286385153,0,,Virgin America,guys going start flying paris lizautter welcome
279,568884848632279041,0,,Virgin America,policy flying surgery still waiting answer tell doctor
280,568882014415249408,1,Lost Luggage,Virgin America,already contacted central baggage amp sent dm renttherunway charging dress lost suitcase help
281,568874645564362752,0,,Virgin America,thank
282,568868127364096000,1,Customer Service Issue,Virgin America,anything going website getting lot errors past 30 minutes
283,568867068331864064,0,,Virgin America,think left something plane yesterday call ah
284,568865011717705730,0,,Virgin America,need follow back order dm
285,568864815654899712,0,,Virgin America,need start flying kciairport
286,568855933360607232,0,,Virgin America,told check airline regulation first contacted
287,568853685855334400,1,Can't Tell,Virgin America,virginatlantic checked flight sfo lax amp told atlantic flying club gold get no benefits
288,568850967673896960,1,Flight Attendant Complaints,Virgin America,husband ordered three drinks via screen never came awesome
289,568850943359496192,1,Bad Flight,Virgin America,soooo guys going leave seatbelt light flight barely call turbulence
290,568847512372514816,0,,Virgin America,policy flying surgery
291,568845553104068609,0,,Virgin America,posts second consecutive full year net profit atwonline http co tvb5zbzvhg
292,568840724700995584,1,Flight Booking Problems,Virgin America,funny story website broken missing javascript stylesheets checkin process dislike
293,568840560347373569,0,,Virgin America,would love virgin like gopro
294,568838020041809920,0,,Virgin America,results handily exceed forecasts nytimes http co gonmrwem6i
295,568837602071203840,0,,Virgin America,applied position flylaxairport wondering guys received application
296,568833739192557569,0,,Virgin America,achieves second year profitability despite revenue pressure capa aviation http co zsuztnaijq
297,568830466830151680,0,,Virgin America,gives positive outlook sees increased competition reuters http co jeu7od3eyj
298,568830133626253312,1,Customer Service Issue,Virgin America,trying check 10 50am ct flight tmm desktop website not working sort caching bug sos
299,568828648687591424,0,,Virgin America,weather delays gt next weeks jfk bos dca
300,568828112626012160,0,,Virgin America,madbee95 check website go airport
301,568824637267685377,1,Customer Service Issue,Virgin America,guys know check links emails broken http co 2npxb6obmr
302,568823689422053376,0,,Virgin America,pilot says expect choppy landing nyc due gusty winds w temperature 5 degrees amp w windchill 8
303,568815689684815873,0,,Virgin America,loved ca not wait monday return flight mostly watch inflight safety video sorrynotsorry
304,568812046747201537,1,Lost Luggage,Virgin America,lost luggage 4 days ago flight vx 112 lax iad amp calling every day no response please give back stuff
305,568811384437411840,1,Flight Booking Problems,Virgin America,flight booking problems section website seems broken chrome might wanna look
306,568805696780824576,0,,Virgin America,hi wanted see new routes planned year newark love flying guys hope
307,568803996774879232,0,,Virgin America,mean probably inappropriate board
308,568802396907835393,0,,Virgin America,happy spend day together let
309,568800805475782656,0,,Virgin America,saving sanity right http co eltboljul9
310,568795484283736064,0,,Virgin America,missed flight standby work
311,568795139512127488,0,,Virgin America,understanding helped thx comps
312,568792520337039360,0,,Virgin America,brought way across country today see http co tkauygcpms
313,568791035297468416,0,,Virgin America,thank absolutely
314,568790164404899840,1,Can't Tell,Virgin America,virginamerica looks like broken link assets https co oardjjgrrd
315,568781819233091584,0,,Virgin America,ready let say together noooo turbulence today
316,568775898234798081,1,Flight Booking Problems,Virgin America,virginamerica manage itinerary section website seems broken https co 2pujvcelng
317,568769672922812418,1,Customer Service Issue,Virgin America,not check site looks like every time loads http co kacy2awdbw
318,568735060104511488,0,,Virgin America,u help freyabevan fund needs urgent treatment 2y old battling cancer could u help flights freyasfund
319,568689188377403392,0,,Virgin America,virginamerica may start service hawaii sanfrancisco year http co ypo7nyprzl biztravel
320,568663147189415936,1,Customer Service Issue,Virgin America,virginamerica carriers less half price round trip fare stunned http co ukdjjijrow
321,568662343170674688,1,Flight Booking Problems,Virgin America,wtf happening pdx late flight march one way sfo 550
322,568646087361355776,0,,Virgin America,add dtw sold
323,568643040073506816,0,,Virgin America,free drinks flight back free promo
324,568633361595412481,0,,Virgin America,ssal thanks
325,568632394929958912,0,,Virgin America,momma made
326,568630879246901248,0,,Virgin America,please contact portfolio left flight vx 27 jfk sfo tonite seat 7am need returned call 914 329 0185
327,568629385105793024,0,,Virgin America,help flight 27 jkf tonight seat 7c left portfolio need back
328,568626625857728513,0,,Virgin America,shrinerack seattle bound wifey got duffle vday keeper holla http co jloiblnair
